"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","GFP-A","Ratio: GFP-A_mCherry-A","mCherry-A","Time"
157209.000000,165149.000000,62385.171875,126333.718750,85949.000000,96329.289063,188.679993,262143.000000,1620.319946,2.502355
98857.000000,113596.000000,57032.753906,81896.906250,61048.000000,87917.632813,2384.310059,262143.000000,1343.679932,2.503401
104757.500000,108334.000000,63372.417969,97756.710938,63950.000000,100181.140625,56.959999,262143.000000,171.000000,2.503401
184768.500000,135264.000000,89521.148438,143194.765625,69988.000000,134086.015625,3576.020020,262143.000000,3836.479980,2.504448
138386.000000,145124.000000,62493.218750,48020.839844,31188.000000,100907.203125,20.469999,0.000000,-13.680000,2.504448
162372.000000,170236.000000,62508.585938,79504.585938,56108.000000,92863.984375,2514.250000,262143.000000,7847.759766,2.506541
158645.500000,153537.000000,67716.515625,102592.968750,63141.000000,106484.421875,911.359985,262143.000000,352.639984,2.506541
174003.000000,146416.000000,77883.984375,196770.984375,106436.000000,121158.101563,375.579987,262143.000000,538.080017,2.508634
123639.000000,142673.000000,56792.839844,76446.546875,54641.000000,91689.414063,2443.050049,262143.000000,4175.439941,2.508634
155015.500000,153068.000000,66369.828125,110710.656250,70600.000000,102769.601563,2100.399902,262143.000000,594.320007,2.510727
98594.000000,111648.000000,57873.464844,63196.230469,42964.000000,96397.632813,1119.619995,262143.000000,1345.199951,2.511774
115013.500000,113142.000000,66620.046875,163395.093750,111366.000000,96153.773438,1334.109985,262143.000000,1135.439941,2.514914
166097.000000,135014.000000,80623.734375,85384.820313,47890.000000,116846.523438,1699.900024,262143.000000,3910.199951,2.518053
139599.000000,161613.000000,56609.058594,123066.531250,88377.000000,91260.031250,1903.709961,262143.000000,3803.040039,2.520146
108362.000000,119210.000000,59572.289063,115301.281250,85598.000000,88277.585938,94.339996,262143.000000,1318.599976,2.521193
158577.500000,163453.000000,63581.179688,103265.804688,62937.000000,107530.187500,6751.540039,262143.000000,6359.679688,2.522240
176690.500000,128772.000000,89923.187500,141707.578125,67540.000000,137502.937500,359.559998,262143.000000,4678.560059,2.524333
90329.000000,84309.000000,70215.531250,71964.507813,42901.000000,109933.718750,24.920000,262143.000000,55.480000,2.526426
140206.000000,153434.000000,59885.945313,87097.179688,59582.000000,95800.757813,2809.729980,262143.000000,2364.359863,2.526426
129229.500000,143209.000000,59138.632813,82503.000000,52825.000000,102355.265625,393.380005,262143.000000,1514.679932,2.527472
146558.000000,149253.000000,64352.648438,86118.179688,53125.000000,106237.000000,72.979996,262143.000000,288.040009,2.529566
98733.500000,109373.000000,59160.843750,58504.148438,41465.000000,92466.609375,1852.089966,262143.000000,2552.080078,2.531659
124514.500000,130363.000000,62595.843750,76546.226563,54831.000000,91490.828125,31.150000,262143.000000,53.959999,2.531659
126675.000000,126261.000000,65750.890625,97999.679688,61505.000000,104422.515625,444.109985,262143.000000,3179.839844,2.532705
154477.000000,178905.000000,56587.605469,66866.585938,48281.000000,90763.835938,1264.689941,262143.000000,1497.199951,2.533752
101080.000000,114540.000000,57834.632813,67787.742188,47756.000000,93025.750000,641.690002,262143.000000,1482.760010,2.533752
88770.000000,102674.000000,56661.187500,68787.210938,50662.000000,88982.640625,2140.449951,262143.000000,2954.119873,2.534798
88482.500000,95350.000000,60815.828125,108988.507813,73190.000000,97590.796875,416.519989,262143.000000,1113.400024,2.536891
128876.000000,146366.000000,57704.777344,84253.625000,59738.000000,92431.039063,66.750000,262143.000000,451.440002,2.537938
120671.500000,137178.000000,57650.113281,95110.742188,62830.000000,99207.039063,64.080002,262143.000000,64.599998,2.541078
121689.500000,126338.000000,63124.664063,58587.808594,39650.000000,96837.593750,1062.660034,262143.000000,2153.840088,2.542125
140690.000000,145527.000000,63357.726563,72789.539063,45299.000000,105307.750000,5465.489746,262143.000000,8550.759766,2.543171
111432.000000,111120.000000,65720.007813,95005.718750,65956.000000,94400.742188,119.259995,262143.000000,1355.079956,2.543171
146012.500000,140588.000000,68064.671875,69133.421875,46348.000000,97754.546875,1864.549927,262143.000000,3408.599854,2.543171
119256.000000,130968.000000,59675.355469,68294.148438,48216.000000,92826.554688,512.640015,262143.000000,601.159973,2.545264
179338.000000,158873.000000,73977.929688,182049.500000,104957.000000,113673.187500,985.229980,262143.000000,1447.799927,2.550497
139867.000000,157914.000000,58046.304688,88522.070313,61966.000000,93622.015625,315.059998,262143.000000,1957.760010,2.552590
99079.000000,102409.000000,63404.992188,51686.750000,33513.000000,101075.492188,564.260010,262143.000000,3163.879883,2.552590
154382.500000,130932.000000,77273.789063,96686.039063,54016.000000,117306.281250,202.919998,262143.000000,2070.239990,2.555730
105259.000000,94063.000000,73336.531250,88366.320313,57163.000000,101309.859375,670.169983,262143.000000,2051.239990,2.556777
136493.500000,157462.000000,56808.867188,55867.968750,41814.000000,87563.093750,394.269989,262143.000000,3024.040039,2.556777
152963.000000,154946.000000,64697.281250,192194.609375,125718.000000,100189.843750,1217.520020,262143.000000,1418.919922,2.557823
166431.500000,165952.000000,65725.359375,181648.109375,102208.000000,116473.179688,938.059998,262143.000000,957.599976,2.557823
117842.500000,113722.000000,67910.578125,83334.257813,52410.000000,104205.187500,144.179993,262143.000000,1140.760010,2.558870
163080.500000,147513.000000,72452.218750,115789.890625,65773.000000,115372.664063,598.080017,262143.000000,3126.639893,2.560963
132326.500000,116601.000000,74374.578125,65641.062500,41837.000000,102824.117188,175.330002,262143.000000,3040.760010,2.560963
144829.000000,155815.000000,60915.277344,98038.835938,66167.000000,97103.898438,3755.800049,262143.000000,789.640015,2.563056
143021.500000,168029.000000,55782.378906,83189.187500,56169.000000,97062.203125,1344.790039,262143.000000,6535.239746,2.563056
115179.000000,110141.000000,68533.703125,72818.906250,46713.000000,102161.281250,466.359985,262143.000000,1663.640015,2.564102
143805.500000,155998.000000,60413.832031,71619.187500,49738.000000,94367.195313,305.269989,262143.000000,462.839996,2.566195
129235.500000,132252.000000,64041.207031,147408.921875,89320.000000,108157.093750,1146.319946,262143.000000,3296.879883,2.567242
135660.000000,140116.000000,63451.808594,107546.710938,72816.000000,96794.398438,888.219971,262143.000000,1060.959961,2.567242
130458.000000,145977.000000,58568.781250,105409.820313,68413.000000,100976.976563,277.679993,262143.000000,3183.639893,2.572475
72833.000000,89469.000000,53350.140625,77559.046875,59773.000000,85036.890625,173.550003,262143.000000,3214.800049,2.572475
